layer_idx,module_type,layer_name,max_val,min_val,mean_val,kurtosis
4,Attention,self_attn.q_proj,3.5625,-2.796875,0.10040747,5.9221344
4,Attention,self_attn.k_proj,3.5625,-2.796875,0.10040747,5.9221344
4,Attention,self_attn.v_proj,3.5625,-2.796875,0.10040747,5.9221344
4,Attention,self_attn.o_proj,1.15625,-0.890625,0.013651919,110.96058
4,MLP,mlp.gate_proj,3.828125,-2.96875,0.11065945,5.3940573
4,MLP,mlp.up_proj,3.828125,-2.96875,0.11065945,5.3940573
4,MLP,mlp.down_proj,0.578125,-1.328125,0.0036280775,743.22015
5,Attention,self_attn.q_proj,4.125,-3.03125,0.12814365,4.163229
5,Attention,self_attn.k_proj,4.125,-3.03125,0.12814365,4.163229
5,Attention,self_attn.v_proj,4.125,-3.03125,0.12814365,4.163229
5,Attention,self_attn.o_proj,1.3828125,-1.578125,0.025486525,30.955242
5,MLP,mlp.gate_proj,4.15625,-2.984375,0.13796997,4.5583463
5,MLP,mlp.up_proj,4.15625,-2.984375,0.13796997,4.5583463
5,MLP,mlp.down_proj,1.390625,-1.8125,0.0072290893,343.20425
6,Attention,self_attn.q_proj,4.875,-3.21875,0.16080561,4.670997
6,Attention,self_attn.k_proj,4.875,-3.21875,0.16080561,4.670997
6,Attention,self_attn.v_proj,4.875,-3.21875,0.16080561,4.670997
6,Attention,self_attn.o_proj,1.5859375,-1.484375,0.04635026,12.304181
6,MLP,mlp.gate_proj,5.3125,-3.53125,0.17978369,5.4488363
6,MLP,mlp.up_proj,5.3125,-3.53125,0.17978369,5.4488363
6,MLP,mlp.down_proj,2.765625,-2.9375,0.011638044,292.08093
7,Attention,self_attn.q_proj,5.875,-3.875,0.19580474,5.201524
7,Attention,self_attn.k_proj,5.875,-3.875,0.19580474,5.201524
7,Attention,self_attn.v_proj,5.875,-3.875,0.19580474,5.201524
7,Attention,self_attn.o_proj,1.75,-1.6640625,0.050560985,11.254195
7,MLP,mlp.gate_proj,6.0625,-4.125,0.21497034,5.0342684
7,MLP,mlp.up_proj,6.0625,-4.125,0.21497034,5.0342684
7,MLP,mlp.down_proj,3.3125,-3.0625,0.017746288,220.74277
8,Attention,self_attn.q_proj,8.25,-4.4375,0.22165325,6.7735863
8,Attention,self_attn.k_proj,8.25,-4.4375,0.22165325,6.7735863
8,Attention,self_attn.v_proj,8.25,-4.4375,0.22165325,6.7735863
8,Attention,self_attn.o_proj,1.921875,-1.7890625,0.06253748,10.024111
8,MLP,mlp.gate_proj,9.625,-4.625,0.23392394,8.490175
8,MLP,mlp.up_proj,9.625,-4.625,0.23392394,8.490175
8,MLP,mlp.down_proj,2.53125,-10.0,0.018444104,4804.1675
9,Attention,self_attn.q_proj,17.75,-4.71875,0.23983623,28.367949
9,Attention,self_attn.k_proj,17.75,-4.71875,0.23983623,28.367949
9,Attention,self_attn.v_proj,17.75,-4.71875,0.23983623,28.367949
9,Attention,self_attn.o_proj,2.03125,-1.890625,0.0655733,10.790436
9,MLP,mlp.gate_proj,26.125,-4.875,0.25814712,86.12568
9,MLP,mlp.up_proj,26.125,-4.875,0.25814712,86.12568
9,MLP,mlp.down_proj,18.0,-2.453125,0.022240361,19466.17
10,Attention,self_attn.q_proj,41.5,-5.09375,0.25790548,467.05417
10,Attention,self_attn.k_proj,41.5,-5.09375,0.25790548,467.05417
10,Attention,self_attn.v_proj,41.5,-5.09375,0.25790548,467.05417
10,Attention,self_attn.o_proj,2.46875,-1.953125,0.06589655,10.349349
10,MLP,mlp.gate_proj,46.0,-5.21875,0.27392432,575.4737
10,MLP,mlp.up_proj,46.0,-5.21875,0.27392432,575.4737
10,MLP,mlp.down_proj,2.5625,-45.0,0.024713809,207640.75
11,Attention,self_attn.q_proj,60.0,-6.03125,0.2707152,1449.4937
11,Attention,self_attn.k_proj,60.0,-6.03125,0.2707152,1449.4937
11,Attention,self_attn.v_proj,60.0,-6.03125,0.2707152,1449.4937
11,Attention,self_attn.o_proj,1.6875,-2.71875,0.09196496,9.133718
11,MLP,mlp.gate_proj,61.0,-6.09375,0.28577638,1249.9464
11,MLP,mlp.up_proj,61.0,-6.09375,0.28577638,1249.9464
11,MLP,mlp.down_proj,11.0,-15.0625,0.024088457,11703.864
12,Attention,self_attn.q_proj,64.0,-6.5,0.2825552,1483.4296
12,Attention,self_attn.k_proj,64.0,-6.5,0.2825552,1483.4296
12,Attention,self_attn.v_proj,64.0,-6.5,0.2825552,1483.4296
12,Attention,self_attn.o_proj,3.875,-4.46875,0.07375672,21.210781
12,MLP,mlp.gate_proj,64.5,-6.5625,0.30116785,1213.4114
12,MLP,mlp.up_proj,64.5,-6.5625,0.30116785,1213.4114
12,MLP,mlp.down_proj,6.8125,-16.25,0.027561268,10010.952
13,Attention,self_attn.q_proj,69.5,-7.28125,0.29950938,1501.1825
13,Attention,self_attn.k_proj,69.5,-7.28125,0.29950938,1501.1825
13,Attention,self_attn.v_proj,69.5,-7.28125,0.29950938,1501.1825
13,Attention,self_attn.o_proj,21.25,-15.0625,0.15084225,222.88612
13,MLP,mlp.gate_proj,69.0,-7.1875,0.31127787,1292.9178
13,MLP,mlp.up_proj,69.0,-7.1875,0.31127787,1292.9178
13,MLP,mlp.down_proj,19.75,-17.25,0.029420326,14335.049
14,Attention,self_attn.q_proj,71.5,-7.75,0.3063444,1463.1348
14,Attention,self_attn.k_proj,71.5,-7.75,0.3063444,1463.1348
14,Attention,self_attn.v_proj,71.5,-7.75,0.3063444,1463.1348
14,Attention,self_attn.o_proj,4.5,-7.375,0.115525745,15.673626
14,MLP,mlp.gate_proj,71.5,-7.78125,0.32862303,1174.0548
14,MLP,mlp.up_proj,71.5,-7.78125,0.32862303,1174.0548
14,MLP,mlp.down_proj,6.0625,-5.375,0.031001767,261.21136
15,Attention,self_attn.q_proj,72.0,-8.0625,0.32087746,1286.4231
15,Attention,self_attn.k_proj,72.0,-8.0625,0.32087746,1286.4231
15,Attention,self_attn.v_proj,72.0,-8.0625,0.32087746,1286.4231
15,Attention,self_attn.o_proj,8.625,-5.34375,0.088075764,63.467194
15,MLP,mlp.gate_proj,72.0,-8.125,0.33955717,1070.5117
15,MLP,mlp.up_proj,72.0,-8.125,0.33955717,1070.5117
15,MLP,mlp.down_proj,8.75,-8.0,0.03258668,858.55774
16,Attention,self_attn.q_proj,72.5,-8.125,0.337767,1087.822
16,Attention,self_attn.k_proj,72.5,-8.125,0.337767,1087.822
16,Attention,self_attn.v_proj,72.5,-8.125,0.337767,1087.822
16,Attention,self_attn.o_proj,6.0625,-5.0,0.077366136,29.255756
16,MLP,mlp.gate_proj,72.5,-8.1875,0.35893217,899.1087
16,MLP,mlp.up_proj,72.5,-8.1875,0.35893217,899.1087
16,MLP,mlp.down_proj,13.6875,-36.0,0.035018038,42768.164
17,Attention,self_attn.q_proj,72.5,-8.5,0.35774547,895.7946
17,Attention,self_attn.k_proj,72.5,-8.5,0.35774547,895.7946
17,Attention,self_attn.v_proj,72.5,-8.5,0.35774547,895.7946
17,Attention,self_attn.o_proj,25.75,-2.078125,0.07341607,3563.2087
17,MLP,mlp.gate_proj,72.5,-8.5,0.3650636,837.35345
17,MLP,mlp.up_proj,72.5,-8.5,0.3650636,837.35345
17,MLP,mlp.down_proj,43.75,-3.796875,0.034738027,67176.67
18,Attention,self_attn.q_proj,72.5,-8.3125,0.36660075,817.17944
18,Attention,self_attn.k_proj,72.5,-8.3125,0.36660075,817.17944
18,Attention,self_attn.v_proj,72.5,-8.3125,0.36660075,817.17944
18,Attention,self_attn.o_proj,4.8125,-4.0625,0.094773605,15.132124
18,MLP,mlp.gate_proj,72.5,-8.3125,0.39018232,663.73755
18,MLP,mlp.up_proj,72.5,-8.3125,0.39018232,663.73755
18,MLP,mlp.down_proj,22.25,-6.59375,0.04129803,7006.507
19,Attention,self_attn.q_proj,72.5,-8.1875,0.39530665,627.47687
19,Attention,self_attn.k_proj,72.5,-8.1875,0.39530665,627.47687
19,Attention,self_attn.v_proj,72.5,-8.1875,0.39530665,627.47687
19,Attention,self_attn.o_proj,6.0625,-12.1875,0.11412381,110.37116
19,MLP,mlp.gate_proj,72.5,-8.125,0.41675422,520.1167
19,MLP,mlp.up_proj,72.5,-8.125,0.41675422,520.1167
19,MLP,mlp.down_proj,6.34375,-26.5,0.047645386,7186.154
20,Attention,self_attn.q_proj,72.0,-8.0,0.42450032,471.5203
20,Attention,self_attn.k_proj,72.0,-8.0,0.42450032,471.5203
20,Attention,self_attn.v_proj,72.0,-8.0,0.42450032,471.5203
20,Attention,self_attn.o_proj,4.5625,-10.0,0.11664955,38.549557
20,MLP,mlp.gate_proj,72.0,-8.0,0.43940556,410.47424
20,MLP,mlp.up_proj,72.0,-8.0,0.43940556,410.47424
20,MLP,mlp.down_proj,5.6875,-8.5625,0.052568775,152.60547
21,Attention,self_attn.q_proj,69.0,-7.90625,0.45030975,316.12595
21,Attention,self_attn.k_proj,69.0,-7.90625,0.45030975,316.12595
21,Attention,self_attn.v_proj,69.0,-7.90625,0.45030975,316.12595
21,Attention,self_attn.o_proj,7.6875,-5.34375,0.10599413,63.725563
21,MLP,mlp.gate_proj,68.5,-7.9375,0.46580666,273.5987
21,MLP,mlp.up_proj,68.5,-7.9375,0.46580666,273.5987
21,MLP,mlp.down_proj,8.3125,-9.1875,0.060469776,116.01757
22,Attention,self_attn.q_proj,63.5,-7.875,0.4781141,183.47147
22,Attention,self_attn.k_proj,63.5,-7.875,0.4781141,183.47147
22,Attention,self_attn.v_proj,63.5,-7.875,0.4781141,183.47147
22,Attention,self_attn.o_proj,4.96875,-4.125,0.12648948,11.76377
22,MLP,mlp.gate_proj,63.0,-8.1875,0.49729094,154.48108
22,MLP,mlp.up_proj,63.0,-8.1875,0.49729094,154.48108
22,MLP,mlp.down_proj,17.75,-16.0,0.07085969,591.8347
23,Attention,self_attn.q_proj,55.5,-8.8125,0.50612587,86.387344
23,Attention,self_attn.k_proj,55.5,-8.8125,0.50612587,86.387344
23,Attention,self_attn.v_proj,55.5,-8.8125,0.50612587,86.387344
23,Attention,self_attn.o_proj,4.21875,-7.78125,0.16735248,8.363547
23,MLP,mlp.gate_proj,55.0,-9.375,0.5263604,72.14782
23,MLP,mlp.up_proj,55.0,-9.375,0.5263604,72.14782
23,MLP,mlp.down_proj,13.3125,-16.125,0.08572871,247.23404
24,Attention,self_attn.q_proj,49.0,-9.9375,0.54911655,40.7765
24,Attention,self_attn.k_proj,49.0,-9.9375,0.54911655,40.7765
24,Attention,self_attn.v_proj,49.0,-9.9375,0.54911655,40.7765
24,Attention,self_attn.o_proj,6.625,-9.0,0.08846119,66.17937
24,MLP,mlp.gate_proj,48.75,-10.25,0.57918626,33.361282
24,MLP,mlp.up_proj,48.75,-10.25,0.57918626,33.361282
24,MLP,mlp.down_proj,30.375,-25.5,0.09600783,816.022
25,Attention,self_attn.q_proj,46.5,-10.6875,0.6198632,22.240196
25,Attention,self_attn.k_proj,46.5,-10.6875,0.6198632,22.240196
25,Attention,self_attn.v_proj,46.5,-10.6875,0.6198632,22.240196
25,Attention,self_attn.o_proj,4.5,-5.46875,0.0882568,26.470129
25,MLP,mlp.gate_proj,46.25,-10.625,0.6416955,19.376642
25,MLP,mlp.up_proj,46.25,-10.625,0.6416955,19.376642
25,MLP,mlp.down_proj,28.625,-14.4375,0.10931497,555.4606
26,Attention,self_attn.q_proj,44.25,-11.5,0.6928175,12.878908
26,Attention,self_attn.k_proj,44.25,-11.5,0.6928175,12.878908
26,Attention,self_attn.v_proj,44.25,-11.5,0.6928175,12.878908
26,Attention,self_attn.o_proj,3.609375,-3.203125,0.07999362,17.821095
26,MLP,mlp.gate_proj,44.25,-11.625,0.70927817,11.863369
26,MLP,mlp.up_proj,44.25,-11.625,0.70927817,11.863369
26,MLP,mlp.down_proj,34.0,-40.5,0.13125013,652.78076
27,Attention,self_attn.q_proj,42.5,-11.8125,0.7602252,8.15015
27,Attention,self_attn.k_proj,42.5,-11.8125,0.7602252,8.15015
27,Attention,self_attn.v_proj,42.5,-11.8125,0.7602252,8.15015
27,Attention,self_attn.o_proj,3.1875,-3.296875,0.07364551,21.639145
27,MLP,mlp.gate_proj,42.5,-11.5625,0.7797142,7.3344707
27,MLP,mlp.up_proj,42.5,-11.5625,0.7797142,7.3344707
27,MLP,mlp.down_proj,48.25,-69.0,0.15959728,1488.8967
28,Attention,self_attn.q_proj,41.75,-11.125,0.82258034,5.651412
28,Attention,self_attn.k_proj,41.75,-11.125,0.82258034,5.651412
28,Attention,self_attn.v_proj,41.75,-11.125,0.82258034,5.651412
28,Attention,self_attn.o_proj,4.25,-4.5625,0.1059358,19.165236
28,MLP,mlp.gate_proj,41.75,-10.625,0.8502861,5.0603485
28,MLP,mlp.up_proj,41.75,-10.625,0.8502861,5.0603485
28,MLP,mlp.down_proj,159.0,-107.0,0.29221395,1557.295
29,Attention,self_attn.q_proj,39.75,-9.8125,0.8745486,4.50169
29,Attention,self_attn.k_proj,39.75,-9.8125,0.8745486,4.50169
29,Attention,self_attn.v_proj,39.75,-9.8125,0.8745486,4.50169
29,Attention,self_attn.o_proj,3.078125,-2.6875,0.08901836,17.076876
29,MLP,mlp.gate_proj,39.25,-14.5625,0.8821057,5.2307863
29,MLP,mlp.up_proj,39.25,-14.5625,0.8821057,5.2307863
29,MLP,mlp.down_proj,28.375,-26.875,0.2654467,104.773346
0,Attention,self_attn.q_proj,0.203125,-0.203125,0.021814426,0.12578773
0,Attention,self_attn.k_proj,0.203125,-0.203125,0.021814426,0.12578773
0,Attention,self_attn.v_proj,0.203125,-0.203125,0.021814426,0.12578773
0,Attention,self_attn.o_proj,0.40429688,-0.40234375,0.0037010675,194.83658
0,MLP,mlp.gate_proj,0.6328125,-0.41796875,0.018496126,23.16012
0,MLP,mlp.up_proj,0.6328125,-0.41796875,0.018496126,23.16012
0,MLP,mlp.down_proj,0.10839844,-0.033935547,0.00022034274,1642.2294
1,Attention,self_attn.q_proj,1.3046875,-0.98828125,0.03426685,15.812128
1,Attention,self_attn.k_proj,1.3046875,-0.98828125,0.03426685,15.812128
1,Attention,self_attn.v_proj,1.3046875,-0.98828125,0.03426685,15.812128
1,Attention,self_attn.o_proj,0.2890625,-0.40039062,0.0058882935,34.771465
1,MLP,mlp.gate_proj,1.3828125,-1.0390625,0.038261548,14.245899
1,MLP,mlp.up_proj,1.3828125,-1.0390625,0.038261548,14.245899
1,MLP,mlp.down_proj,0.55859375,-0.15039062,0.00058955647,14476.689
2,Attention,self_attn.q_proj,1.6171875,-1.578125,0.053328063,9.222239
2,Attention,self_attn.k_proj,1.6171875,-1.578125,0.053328063,9.222239
2,Attention,self_attn.v_proj,1.6171875,-1.578125,0.053328063,9.222239
2,Attention,self_attn.o_proj,0.4765625,-1.3984375,0.007543141,453.81848
2,MLP,mlp.gate_proj,1.6640625,-1.7578125,0.05956115,7.9489374
2,MLP,mlp.up_proj,1.6640625,-1.7578125,0.05956115,7.9489374
2,MLP,mlp.down_proj,0.3046875,-2.09375,0.0011661182,135904.69
3,Attention,self_attn.q_proj,3.140625,-2.359375,0.076155566,6.8435936
3,Attention,self_attn.k_proj,3.140625,-2.359375,0.076155566,6.8435936
3,Attention,self_attn.v_proj,3.140625,-2.359375,0.076155566,6.8435936
3,Attention,self_attn.o_proj,0.953125,-2.078125,0.009813972,989.6827
3,MLP,mlp.gate_proj,3.34375,-2.59375,0.08246842,6.6299
3,MLP,mlp.up_proj,3.34375,-2.59375,0.08246842,6.6299
3,MLP,mlp.down_proj,0.6953125,-0.48632812,0.002197069,1110.6191
4,Attention,self_attn.q_proj,3.5625,-2.796875,0.10385515,5.6389265
4,Attention,self_attn.k_proj,3.5625,-2.796875,0.10385515,5.6389265
4,Attention,self_attn.v_proj,3.5625,-2.796875,0.10385515,5.6389265
4,Attention,self_attn.o_proj,1.15625,-0.890625,0.013308184,113.48475
4,MLP,mlp.gate_proj,3.828125,-2.96875,0.11366472,5.2392035
4,MLP,mlp.up_proj,3.828125,-2.96875,0.11366472,5.2392035
4,MLP,mlp.down_proj,0.78125,-1.328125,0.003696184,748.05676
5,Attention,self_attn.q_proj,4.125,-3.03125,0.13006696,4.19325
5,Attention,self_attn.k_proj,4.125,-3.03125,0.13006696,4.19325
5,Attention,self_attn.v_proj,4.125,-3.03125,0.13006696,4.19325
5,Attention,self_attn.o_proj,1.3828125,-1.578125,0.024929479,32.110573
5,MLP,mlp.gate_proj,4.15625,-2.984375,0.1403311,4.6941633
5,MLP,mlp.up_proj,4.15625,-2.984375,0.1403311,4.6941633
5,MLP,mlp.down_proj,0.94921875,-1.8125,0.0074269413,286.43707
6,Attention,self_attn.q_proj,4.875,-3.21875,0.16340314,4.7352357
6,Attention,self_attn.k_proj,4.875,-3.21875,0.16340314,4.7352357
6,Attention,self_attn.v_proj,4.875,-3.21875,0.16340314,4.7352357
6,Attention,self_attn.o_proj,1.640625,-1.3046875,0.047620807,11.327904
6,MLP,mlp.gate_proj,5.3125,-3.640625,0.18299134,5.505825
6,MLP,mlp.up_proj,5.3125,-3.640625,0.18299134,5.505825
6,MLP,mlp.down_proj,2.609375,-2.125,0.012018447,249.88129
7,Attention,self_attn.q_proj,5.875,-3.953125,0.1990749,5.230112
7,Attention,self_attn.k_proj,5.875,-3.953125,0.1990749,5.230112
7,Attention,self_attn.v_proj,5.875,-3.953125,0.1990749,5.230112
7,Attention,self_attn.o_proj,1.703125,-1.390625,0.051001977,11.330291
7,MLP,mlp.gate_proj,6.0625,-4.1875,0.21983638,5.1069345
7,MLP,mlp.up_proj,6.0625,-4.1875,0.21983638,5.1069345
7,MLP,mlp.down_proj,2.90625,-3.03125,0.018492315,164.9367
8,Attention,self_attn.q_proj,8.125,-4.40625,0.22709285,6.7882347
8,Attention,self_attn.k_proj,8.125,-4.40625,0.22709285,6.7882347
8,Attention,self_attn.v_proj,8.125,-4.40625,0.22709285,6.7882347
8,Attention,self_attn.o_proj,1.9609375,-2.015625,0.06411724,9.890314
8,MLP,mlp.gate_proj,9.5625,-4.6875,0.23909774,8.774241
8,MLP,mlp.up_proj,9.5625,-4.6875,0.23909774,8.774241
8,MLP,mlp.down_proj,1.5078125,-9.375,0.019064799,4601.6313
9,Attention,self_attn.q_proj,17.75,-4.78125,0.24547811,28.494461
9,Attention,self_attn.k_proj,17.75,-4.78125,0.24547811,28.494461
9,Attention,self_attn.v_proj,17.75,-4.78125,0.24547811,28.494461
9,Attention,self_attn.o_proj,2.34375,-1.890625,0.06617657,9.599765
9,MLP,mlp.gate_proj,26.125,-5.0,0.26384494,85.041016
9,MLP,mlp.up_proj,26.125,-5.0,0.26384494,85.041016
9,MLP,mlp.down_proj,17.125,-3.25,0.0231309,15763.533
10,Attention,self_attn.q_proj,41.5,-5.1875,0.26363075,462.2402
10,Attention,self_attn.k_proj,41.5,-5.1875,0.26363075,462.2402
10,Attention,self_attn.v_proj,41.5,-5.1875,0.26363075,462.2402
10,Attention,self_attn.o_proj,2.5625,-2.046875,0.065254524,10.605042
10,MLP,mlp.gate_proj,46.25,-5.25,0.27990565,565.61334
10,MLP,mlp.up_proj,46.25,-5.25,0.27990565,565.61334
10,MLP,mlp.down_proj,2.4375,-43.25,0.02551063,193179.03
11,Attention,self_attn.q_proj,60.25,-6.0625,0.27603665,1394.2487
11,Attention,self_attn.k_proj,60.25,-6.0625,0.27603665,1394.2487
11,Attention,self_attn.v_proj,60.25,-6.0625,0.27603665,1394.2487
11,Attention,self_attn.o_proj,2.125,-2.125,0.094816364,10.78507
11,MLP,mlp.gate_proj,61.0,-6.125,0.29211366,1188.6593
11,MLP,mlp.up_proj,61.0,-6.125,0.29211366,1188.6593
11,MLP,mlp.down_proj,11.375,-15.8125,0.025045587,10898.116
12,Attention,self_attn.q_proj,63.75,-6.5625,0.28753,1418.8207
12,Attention,self_attn.k_proj,63.75,-6.5625,0.28753,1418.8207
12,Attention,self_attn.v_proj,63.75,-6.5625,0.28753,1418.8207
12,Attention,self_attn.o_proj,4.15625,-4.78125,0.07328256,22.756117
12,MLP,mlp.gate_proj,64.0,-6.625,0.30628484,1162.917
12,MLP,mlp.up_proj,64.0,-6.625,0.30628484,1162.917
12,MLP,mlp.down_proj,6.96875,-15.0,0.028244147,9428.57
13,Attention,self_attn.q_proj,68.5,-7.28125,0.3053564,1408.1439
13,Attention,self_attn.k_proj,68.5,-7.28125,0.3053564,1408.1439
13,Attention,self_attn.v_proj,68.5,-7.28125,0.3053564,1408.1439
13,Attention,self_attn.o_proj,21.375,-14.75,0.15091054,222.50487
13,MLP,mlp.gate_proj,68.0,-7.1875,0.31715882,1211.619
13,MLP,mlp.up_proj,68.0,-7.1875,0.31715882,1211.619
13,MLP,mlp.down_proj,19.75,-18.125,0.030500414,13735.015
14,Attention,self_attn.q_proj,70.0,-7.75,0.31204417,1371.5262
14,Attention,self_attn.k_proj,70.0,-7.75,0.31204417,1371.5262
14,Attention,self_attn.v_proj,70.0,-7.75,0.31204417,1371.5262
14,Attention,self_attn.o_proj,4.5625,-7.40625,0.1156413,17.71951
14,MLP,mlp.gate_proj,70.0,-7.8125,0.3345588,1100.451
14,MLP,mlp.up_proj,70.0,-7.8125,0.3345588,1100.451
14,MLP,mlp.down_proj,6.40625,-5.40625,0.03187466,240.93794
15,Attention,self_attn.q_proj,70.5,-8.0625,0.32679406,1199.9331
15,Attention,self_attn.k_proj,70.5,-8.0625,0.32679406,1199.9331
15,Attention,self_attn.v_proj,70.5,-8.0625,0.32679406,1199.9331
15,Attention,self_attn.o_proj,8.9375,-5.5625,0.08699711,66.62735
15,MLP,mlp.gate_proj,70.5,-8.125,0.3456521,1002.82227
15,MLP,mlp.up_proj,70.5,-8.125,0.3456521,1002.82227
15,MLP,mlp.down_proj,8.6875,-7.1875,0.033541936,738.12195
16,Attention,self_attn.q_proj,71.0,-8.125,0.34203973,1032.9296
16,Attention,self_attn.k_proj,71.0,-8.125,0.34203973,1032.9296
16,Attention,self_attn.v_proj,71.0,-8.125,0.34203973,1032.9296
16,Attention,self_attn.o_proj,7.0,-4.625,0.074367896,38.222908
16,MLP,mlp.gate_proj,71.0,-8.1875,0.36312354,853.96704
16,MLP,mlp.up_proj,71.0,-8.1875,0.36312354,853.96704
16,MLP,mlp.down_proj,13.5,-36.5,0.035703704,43234.8
17,Attention,self_attn.q_proj,71.0,-8.5,0.36191094,849.9187
17,Attention,self_attn.k_proj,71.0,-8.5,0.36191094,849.9187
17,Attention,self_attn.v_proj,71.0,-8.5,0.36191094,849.9187
17,Attention,self_attn.o_proj,25.75,-2.1875,0.07141899,3583.705
17,MLP,mlp.gate_proj,71.0,-8.5,0.3681351,800.02966
17,MLP,mlp.up_proj,71.0,-8.5,0.3681351,800.02966
17,MLP,mlp.down_proj,43.75,-3.703125,0.035474997,60170.61
18,Attention,self_attn.q_proj,71.0,-8.3125,0.369164,782.9467
18,Attention,self_attn.k_proj,71.0,-8.3125,0.369164,782.9467
18,Attention,self_attn.v_proj,71.0,-8.3125,0.369164,782.9467
18,Attention,self_attn.o_proj,4.625,-3.9375,0.09284193,15.993711
18,MLP,mlp.gate_proj,71.0,-8.3125,0.393788,631.318
18,MLP,mlp.up_proj,71.0,-8.3125,0.393788,631.318
18,MLP,mlp.down_proj,22.625,-6.3125,0.042278785,6661.2373
19,Attention,self_attn.q_proj,71.0,-8.1875,0.39902085,596.1036
19,Attention,self_attn.k_proj,71.0,-8.1875,0.39902085,596.1036
19,Attention,self_attn.v_proj,71.0,-8.1875,0.39902085,596.1036
19,Attention,self_attn.o_proj,5.90625,-11.875,0.1111224,123.03131
19,MLP,mlp.gate_proj,71.0,-8.1875,0.41925818,499.59506
19,MLP,mlp.up_proj,71.0,-8.1875,0.41925818,499.59506
19,MLP,mlp.down_proj,6.0625,-26.75,0.04879255,6572.3403
20,Attention,self_attn.q_proj,70.5,-8.5,0.42793345,449.58878
20,Attention,self_attn.k_proj,70.5,-8.5,0.42793345,449.58878
20,Attention,self_attn.v_proj,70.5,-8.5,0.42793345,449.58878
20,Attention,self_attn.o_proj,4.5625,-9.75,0.11547847,38.217747
20,MLP,mlp.gate_proj,70.5,-9.125,0.44228736,392.82077
20,MLP,mlp.up_proj,70.5,-9.125,0.44228736,392.82077
20,MLP,mlp.down_proj,6.59375,-8.625,0.053745303,143.74457
21,Attention,self_attn.q_proj,67.5,-9.25,0.45326826,302.18384
21,Attention,self_attn.k_proj,67.5,-9.25,0.45326826,302.18384
21,Attention,self_attn.v_proj,67.5,-9.25,0.45326826,302.18384
21,Attention,self_attn.o_proj,7.4375,-5.3125,0.10430703,68.60491
21,MLP,mlp.gate_proj,67.0,-9.5625,0.46897364,261.26727
21,MLP,mlp.up_proj,67.0,-9.5625,0.46897364,261.26727
21,MLP,mlp.down_proj,6.125,-8.3125,0.061891694,106.90225
22,Attention,self_attn.q_proj,61.75,-9.625,0.48125684,175.00235
22,Attention,self_attn.k_proj,61.75,-9.625,0.48125684,175.00235
22,Attention,self_attn.v_proj,61.75,-9.625,0.48125684,175.00235
22,Attention,self_attn.o_proj,4.96875,-4.0625,0.124760926,12.562181
22,MLP,mlp.gate_proj,61.25,-9.6875,0.50017154,147.95116
22,MLP,mlp.up_proj,61.25,-9.6875,0.50017154,147.95116
22,MLP,mlp.down_proj,18.0,-10.0625,0.07244687,471.72287
23,Attention,self_attn.q_proj,53.75,-9.8125,0.5092556,82.080246
23,Attention,self_attn.k_proj,53.75,-9.8125,0.5092556,82.080246
23,Attention,self_attn.v_proj,53.75,-9.8125,0.5092556,82.080246
23,Attention,self_attn.o_proj,4.1875,-7.75,0.16822696,8.166207
23,MLP,mlp.gate_proj,53.25,-10.0,0.5298487,68.55794
23,MLP,mlp.up_proj,53.25,-10.0,0.5298487,68.55794
23,MLP,mlp.down_proj,16.125,-14.25,0.08795632,230.68777
24,Attention,self_attn.q_proj,48.5,-10.0,0.552741,38.68784
24,Attention,self_attn.k_proj,48.5,-10.0,0.552741,38.68784
24,Attention,self_attn.v_proj,48.5,-10.0,0.552741,38.68784
24,Attention,self_attn.o_proj,6.65625,-9.375,0.085953,67.63116
24,MLP,mlp.gate_proj,48.25,-10.1875,0.58228785,31.764801
24,MLP,mlp.up_proj,48.25,-10.1875,0.58228785,31.764801
24,MLP,mlp.down_proj,28.625,-19.25,0.09880056,658.6584
25,Attention,self_attn.q_proj,46.0,-9.8125,0.6234144,21.20268
25,Attention,self_attn.k_proj,46.0,-9.8125,0.6234144,21.20268
25,Attention,self_attn.v_proj,46.0,-9.8125,0.6234144,21.20268
25,Attention,self_attn.o_proj,4.59375,-5.59375,0.08563381,28.353418
25,MLP,mlp.gate_proj,45.75,-9.9375,0.6432848,18.681763
25,MLP,mlp.up_proj,45.75,-9.9375,0.6432848,18.681763
25,MLP,mlp.down_proj,33.25,-21.5,0.11139058,617.4059
26,Attention,self_attn.q_proj,44.0,-10.0,0.69420344,12.502222
26,Attention,self_attn.k_proj,44.0,-10.0,0.69420344,12.502222
26,Attention,self_attn.v_proj,44.0,-10.0,0.69420344,12.502222
26,Attention,self_attn.o_proj,3.640625,-2.5625,0.077849284,18.776863
26,MLP,mlp.gate_proj,44.0,-10.3125,0.7068857,11.674323
26,MLP,mlp.up_proj,44.0,-10.3125,0.7068857,11.674323
26,MLP,mlp.down_proj,33.75,-40.25,0.13184202,599.3791
27,Attention,self_attn.q_proj,42.25,-10.375,0.7551097,8.137285
27,Attention,self_attn.k_proj,42.25,-10.375,0.7551097,8.137285
27,Attention,self_attn.v_proj,42.25,-10.375,0.7551097,8.137285
27,Attention,self_attn.o_proj,3.109375,-3.09375,0.07768558,20.323866
27,MLP,mlp.gate_proj,42.25,-10.25,0.77835363,7.1863165
27,MLP,mlp.up_proj,42.25,-10.25,0.77835363,7.1863165
